ID,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
4580,46,1394,22,708,89,91,182,1,9,7,9,5
663,46,40,2,15,8,0,6,1,1,1,3,4
8299,46,40,2,15,8,0,6,1,1,1,3,4
8945,46,171,0,11,0,1,20,2,4,1,4,6
10870,46,709,43,182,42,118,247,2,9,3,4,5
1184,46,554,41,215,11,0,24,3,10,2,10,5
6141,46,191,9,97,0,6,82,2,6,1,5,7
8825,46,230,14,156,82,24,58,8,9,2,5,8
2217,46,11,1,2,2,1,6,1,0,0,3,6
4102,46,11,1,2,2,1,6,1,0,0,3,6
4653,46,131,0,16,2,1,39,4,3,1,4,8
10092,46,1073,0,250,153,14,14,4,7,10,5,5
5788,46,56,10,92,19,7,25,3,3,2,4,5
4669,46,4,19,9,28,25,17,3,3,0,4,7
6295,46,652,8,158,21,0,142,4,11,6,5,8
7453,46,157,43,127,68,56,37,6,3,8,4,4
10841,46,226,22,133,41,31,31,3,4,3,8,4
821,46,962,61,921,52,61,20,1,5,4,12,2
3933,46,186,36,234,86,72,48,6,10,2,6,9
1225,47,483,84,398,205,84,241,1,3,7,8,1
7059,47,483,84,398,205,84,241,1,3,7,8,1
5633,47,97,12,84,13,10,15,7,3,1,6,5
843,47,303,0,280,60,147,15,4,8,2,11,6
6211,47,18,0,9,0,1,11,1,1,0,3,6
7007,47,17,3,18,3,4,18,2,3,1,2,7
9671,47,14,3,21,2,1,28,4,3,1,2,8
8975,47,14,3,21,2,1,28,4,3,1,2,8
6616,47,178,3,85,71,66,58,2,3,3,8,2
6248,47,1276,24,746,94,29,48,0,9,7,11,3
7428,47,240,132,445,250,192,108,1,3,7,8,1
3075,47,130,30,168,20,34,0,1,3,4,7,1
2937,47,614,16,132,43,33,33,3,8,5,9,6
203,47,1288,20,613,80,61,27,1,5,7,9,2
2021,47,563,76,384,84,192,89,4,6,10,13,4
880,47,2,23,11,8,6,46,1,2,1,2,8
524,47,2,23,11,8,6,46,1,2,1,2,8
10837,47,2,1,18,20,11,16,1,2,0,3,6
7011,47,43,2,27,0,9,12,3,3,0,4,7
4184,48,189,2,29,3,2,40,2,3,2,5,4
7679,48,6,3,12,6,1,0,1,1,1,3,3
7485,48,67,4,32,17,2,16,3,2,1,4,4
7530,48,67,4,32,17,2,16,3,2,1,4,4
4369,48,240,67,500,199,0,163,3,3,5,6,2
10652,48,240,67,500,199,0,163,3,3,5,6,2
286,48,95,11,35,0,4,7,4,2,1,5,6
5922,48,210,0,6,0,0,2,2,4,1,5,7
7250,48,344,35,178,15,23,17,7,7,2,9,6
2478,48,2,2,4,13,13,4,1,1,0,4,4
1160,48,9,4,17,10,2,7,4,3,0,3,8
9214,48,179,2,64,38,17,58,1,5,1,6,5
273,48,130,0,16,0,0,5,5,3,1,4,7
851,48,306,5,109,21,109,92,9,5,2,10,6
9729,48,189,10,253,56,43,64,6,8,2,7,7
9665,48,267,3,30,4,0,57,4,5,2,5,6
2620,48,14,0,2,0,0,7,1,1,0,2,8
8254,48,14,0,2,0,0,7,1,1,0,2,8
3852,48,505,72,270,36,27,54,4,9,2,12,5
1000,48,505,72,270,36,27,54,4,9,2,12,5
3099,48,183,5,65,3,5,49,5,5,2,4,9
6318,48,758,12,385,33,89,89,1,9,7,13,4
5396,48,758,12,385,33,89,89,1,9,7,13,4
7966,48,505,137,401,104,22,22,3,11,5,11,5
454,48,824,32,162,42,32,43,2,11,4,11,6
309,48,918,21,118,13,10,21,3,8,3,5,6
3571,48,918,21,118,13,10,21,3,8,3,5,6
8395,48,980,37,265,35,163,31,1,3,6,12,6
2591,49,526,35,214,69,53,35,2,6,3,4,2
1640,49,66,0,16,0,6,20,2,1,1,4,3
810,49,151,81,86,168,91,64,2,4,2,11,2
9423,49,13,3,17,7,3,3,2,2,0,4,5
4345,49,5,1,9,2,0,4,1,1,0,2,7
89,49,5,9,20,6,8,21,2,2,0,4,6
5294,49,6,8,19,16,4,4,3,3,0,4,7
1321,49,22,2,18,0,2,12,3,3,0,3,8
2686,49,0,1,4,15,1,5,1,1,0,2,7
1215,49,690,117,499,76,102,88,1,5,10,7,3
9283,49,8,1,7,2,0,0,1,0,0,3,4
3120,49,6,1,10,0,1,4,1,1,0,2,8
5868,49,2,4,9,10,5,16,2,1,0,3,7
8143,49,202,2,46,3,2,10,2,4,2,5,7
3479,49,4,8,11,12,2,13,1,2,0,3,7
7214,49,792,0,275,45,45,126,1,4,8,5,3
5543,49,545,7,114,37,21,78,5,7,2,11,5
9347,49,31,0,7,2,0,6,1,1,0,3,5
10160,49,31,0,7,2,0,6,1,1,0,3,5
1406,49,280,7,81,20,0,27,8,6,3,5,7
7019,49,109,18,16,24,26,18,4,3,1,5,4
2157,49,15,8,16,11,5,22,4,2,0,4,6
8939,49,382,138,65,60,26,59,6,5,2,12,5
10250,49,1,5,3,7,4,8,1,1,0,2,7
1272,49,664,58,83,32,0,66,4,7,5,10,5
3007,49,27,2,10,0,0,1,2,1,0,3,8
5513,49,27,2,10,0,0,1,2,1,0,3,8
679,49,13,4,20,0,0,1,2,1,0,3,9
8876,49,132,0,16,0,0,4,5,3,1,4,9
10827,49,88,3,21,4,1,29,4,3,0,4,9
7300,50,448,4,34,6,4,39,3,8,1,7,5
4268,50,129,0,21,0,1,7,1,3,1,4,4
4603,50,371,32,189,0,58,6,2,5,4,10,4
8659,50,750,71,174,13,10,20,2,6,8,11,2
10708,50,10,6,11,0,4,2,1,1,0,3,7
1176,50,2,6,4,3,1,9,1,1,0,2,8
10380,50,40,1,40,4,3,18,1,3,0,3,8
7037,50,194,55,134,15,0,3,3,4,2,8,6
11096,50,99,4,32,37,54,6,2,2,1,7,2
6374,50,223,2,31,0,2,39,5,5,2,4,8
5552,50,81,18,113,47,13,21,6,4,2,5,6
2245,50,57,2,51,4,2,23,3,2,1,4,6
6200,50,340,108,185,130,38,100,2,6,6,9,3
9904,50,336,123,274,46,123,141,5,6,5,12,3
10031,50,20,2,23,3,1,4,5,3,0,4,8
6642,50,30,5,22,8,9,28,4,2,1,4,6
10882,50,407,53,221,58,150,26,4,4,3,6,4
5636,50,51,4,50,12,1,49,1,4,0,3,8
8692,50,90,17,97,15,6,15,6,4,1,5,8
8091,50,423,184,368,13,97,21,1,6,4,6,5
8080,50,5,1,6,3,4,3,1,0,0,3,4
8370,50,378,97,259,197,194,34,2,7,3,6,4
4550,51,61,0,3,0,0,7,1,1,1,3,5
3381,51,70,0,16,0,0,4,2,2,0,4,6
10556,51,173,13,131,32,3,6,4,6,1,6,7
9467,51,3,2,10,3,0,2,1,1,0,3,6
2891,51,595,23,123,10,23,154,2,8,9,4,6
5011,51,595,23,123,10,23,154,2,8,9,4,6
8140,51,10,14,29,4,2,36,3,2,1,4,4
11039,51,82,33,54,71,30,41,2,5,2,4,5
78,51,15,0,11,0,2,9,1,1,1,2,8
5517,51,15,0,11,0,2,9,1,1,1,2,8
5290,51,220,0,33,3,0,23,5,5,1,5,8
4128,51,517,12,54,16,6,120,2,7,4,7,5
8534,51,615,28,259,12,48,30,4,6,5,13,4
9592,51,11,2,9,3,0,8,2,2,0,3,8
8957,51,480,86,249,75,86,144,8,6,3,5,6
9308,51,398,61,265,138,61,53,1,3,4,6,1
544,51,398,61,265,138,61,53,1,3,4,6,1
5989,51,752,122,476,39,153,34,1,10,2,11,8
635,51,464,5,64,7,0,70,8,9,1,7,8
6673,51,28,6,27,12,17,39,1,3,0,3,8
1710,51,154,20,66,0,12,27,7,6,1,4,9
523,51,23,0,26,7,15,3,1,2,0,4,5
8977,51,1,3,4,2,3,11,1,0,0,3,4
9736,51,53,5,19,2,13,4,3,3,0,3,8
1544,51,741,68,689,224,68,103,1,4,2,10,2
6575,51,230,48,214,13,32,75,8,9,1,7,9
6147,51,5,2,8,2,2,9,1,0,1,2,7
6354,51,5,2,16,3,2,19,2,1,1,2,8
4769,52,456,4,24,0,0,9,7,8,2,6,7
7540,52,143,15,60,24,23,5,2,2,1,8,2
5247,52,31,0,6,2,1,5,2,1,0,4,4
5987,52,2,2,11,10,6,12,2,1,0,4,5
9960,52,0,0,1,8,3,2,1,1,0,2,7
10972,52,625,35,169,58,17,35,1,4,3,6,1
1399,52,407,114,445,181,165,203,1,3,7,9,1
2698,52,254,7,108,20,0,26,3,6,3,5,6
6340,52,3,3,7,0,2,11,2,1,0,3,6
4107,52,269,15,69,15,19,38,2,4,6,4,5
10906,52,269,15,69,15,19,38,2,4,6,4,5
2557,52,7,1,6,3,1,11,1,1,1,2,4
8786,52,301,7,74,10,0,58,4,6,1,7,6
7187,52,375,42,48,94,66,96,7,4,10,4,3
6119,52,10,0,3,0,0,4,1,1,0,2,6
2980,52,12,0,13,4,2,4,4,3,0,3,8
3850,52,3,3,3,15,4,15,1,1,0,3,6
1077,52,258,105,239,237,172,9,1,7,3,4,4
9733,52,1,4,10,29,0,36,1,1,1,2,6
8462,52,1,4,10,29,0,36,1,1,1,2,6
4764,52,45,12,52,25,22,13,4,3,1,4,7
2223,52,1215,33,249,64,116,149,8,8,9,8,6
7788,53,6,0,3,0,0,1,1,0,0,3,3
5827,53,36,0,12,2,2,10,4,3,1,3,5
2958,53,19,3,10,11,8,6,3,2,1,4,4
4954,53,106,27,68,52,7,5,6,4,2,5,6
3139,53,871,111,704,145,55,166,1,4,4,10,2
9952,53,368,32,639,13,43,10,1,4,7,5,1
8180,53,233,2,53,3,5,14,3,6,1,5,6
3276,53,11,12,35,3,5,12,1,3,0,3,7
4994,53,1193,33,281,129,66,33,1,7,5,13,3
3598,53,441,35,83,7,29,11,4,4,2,12,4
945,53,87,3,25,3,2,13,2,3,0,4,7
5048,53,20,6,43,19,5,38,1,3,1,2,8
6214,53,14,10,29,4,7,15,1,2,0,3,6
6230,53,110,5,59,7,1,7,5,5,0,4,8
2968,53,437,8,206,160,49,42,2,7,10,5,6
8800,53,437,8,206,160,49,42,2,7,10,5,6
1907,53,965,69,279,54,41,69,5,8,4,9,7
10478,53,483,0,108,0,6,36,5,11,1,6,9
4188,53,204,5,39,17,0,89,3,5,2,4,8
8720,53,32,2,1607,12,4,22,0,0,0,1,0
2225,54,510,120,550,156,40,241,1,4,9,7,1
4790,54,574,8,216,21,16,33,1,4,3,5,1
1131,54,85,0,3,0,0,7,1,2,0,4,3
202,54,332,194,377,149,125,57,0,4,6,7,1
9589,54,332,194,377,149,125,57,0,4,6,7,1
3900,54,642,14,49,0,7,57,1,9,2,9,5
9958,54,642,14,49,0,7,57,1,9,2,9,5
8955,54,35,0,4,0,0,10,1,1,1,2,5
10033,54,2,3,10,11,2,10,1,1,0,3,6
5751,54,2,3,10,11,2,10,1,1,0,3,6
3308,54,30,9,12,2,11,30,3,2,0,4,4
7297,54,5,3,10,12,7,20,4,3,1,3,7
8008,54,46,0,30,12,1,30,1,2,0,4,6
1232,54,587,54,348,71,54,130,1,4,4,8,2
2345,54,587,54,348,71,54,130,1,4,4,8,2
1628,54,354,21,311,167,75,32,1,9,3,4,4
5081,54,9,0,16,6,6,10,1,1,0,3,8
839,54,97,4,44,6,1,18,1,3,1,4,5
3706,54,19,8,29,0,12,26,1,2,2,2,7
5154,54,26,3,13,2,10,0,1,2,0,3,6
8584,54,376,53,462,168,53,53,1,2,7,7,0
6583,54,390,22,323,104,35,107,1,6,8,6,3
3433,54,390,22,323,104,35,107,1,6,8,6,3
10486,54,476,75,162,29,151,97,1,4,4,8,2
8687,54,121,62,90,68,20,125,3,2,3,8,3
7842,54,18,7,34,10,2,3,3,3,0,3,8
3749,54,627,91,597,159,91,15,1,6,5,12,3
1331,54,12,6,20,30,1,3,2,2,0,3,7
5995,54,165,3,147,4,24,41,7,6,2,5,8
8985,54,806,80,161,120,11,33,5,10,7,10,6
2798,54,763,29,138,76,176,58,0,7,9,10,4
7108,54,205,20,47,23,2,56,6,5,2,5,5
2781,55,1003,34,536,134,51,34,1,4,6,6,2
3623,55,4,0,16,17,4,4,3,4,0,3,7
194,55,23,0,11,3,2,2,1,1,0,3,6
10833,55,790,19,133,12,0,19,3,8,3,13,6
2315,55,10,0,11,17,29,29,1,1,2,2,4
6336,55,13,2,14,8,7,4,4,2,0,4,6
10738,55,40,0,19,2,1,3,1,2,0,3,7
8286,55,98,1,17,0,1,5,1,3,0,4,7
2166,55,12,1,3,0,0,7,1,0,1,2,4
10691,55,11,0,10,0,2,20,1,1,1,2,6
9739,55,62,0,22,3,1,26,2,2,2,2,7
1829,55,1148,0,60,0,0,24,3,9,5,4,7
6260,55,984,51,432,180,120,190,1,3,10,13,1
10448,55,172,41,86,45,6,27,5,5,3,5,7
1343,55,368,24,68,38,0,88,6,8,2,6,7
4749,55,368,24,68,38,0,88,6,8,2,6,7
531,55,941,14,397,76,58,176,11,8,5,9,6
6905,55,241,45,604,34,26,54,1,6,4,10,2
1045,55,112,10,107,30,0,20,2,5,2,4,7
4012,55,799,12,375,16,12,12,5,7,6,5,6
5529,56,406,0,30,0,0,8,7,8,2,5,7
4001,56,406,0,30,0,0,8,7,8,2,5,7
10420,56,95,14,64,2,9,38,1,4,2,3,7
7723,56,709,93,374,104,80,80,1,8,6,6,3
2963,56,709,93,374,104,80,80,1,8,6,6,3
10634,56,90,67,165,30,43,11,1,4,2,8,3
5180,56,128,0,16,0,1,4,2,4,0,4,7
6866,56,8,0,14,2,3,7,1,1,0,3,5
1328,56,261,42,144,55,48,133,3,4,4,9,3
1139,56,1050,14,322,0,14,112,1,5,11,5,2
4961,56,29,0,25,2,2,3,4,2,1,4,4
5177,56,298,7,68,4,0,19,2,6,2,6,6
2075,56,377,10,540,80,30,10,1,3,5,7,1
3428,56,919,0,505,99,30,45,1,4,9,10,2
4500,56,919,0,505,99,30,45,1,4,9,10,2
7369,56,25,6,25,6,0,0,2,2,0,3,8
4381,56,163,2,40,8,11,11,7,3,1,6,6
9964,56,162,50,100,55,30,27,1,4,2,8,4
1630,56,162,50,100,55,30,27,1,4,2,8,4
5012,56,5,4,13,8,0,4,1,1,0,3,8
6918,56,5,4,13,8,0,4,1,1,0,3,8
7822,56,198,18,252,32,108,54,2,4,6,8,3
10156,56,215,63,507,231,31,190,1,8,4,7,3
3033,56,112,17,44,34,22,89,1,2,5,3,3
4119,56,112,17,44,34,22,89,1,2,5,3,3
11110,56,2,1,1,0,0,1,0,0,0,0,14
332,56,198,2,43,0,12,20,3,4,1,6,6
737,56,1493,86,454,112,43,43,2,4,4,5,2
10319,56,1090,12,96,16,12,60,4,3,4,11,8
2683,56,295,106,271,75,98,65,4,6,4,12,6
3445,56,216,162,224,101,92,162,2,7,4,10,5
10913,56,3,2,12,0,1,9,1,1,0,2,8
4427,56,536,27,590,38,107,67,1,5,10,12,6
8717,56,1149,71,449,69,71,26,1,11,8,8,5
2066,56,70,0,11,2,8,23,1,2,1,3,6
3340,56,244,15,108,4,15,50,6,7,1,6,8
8685,56,244,15,108,4,15,50,6,7,1,6,8
4149,57,586,66,653,17,0,26,1,5,9,6,2
8726,57,77,8,44,10,10,25,5,3,1,4,6
2295,57,539,30,92,80,46,38,1,5,3,13,3
3283,57,200,193,100,46,185,185,2,6,2,12,3
1915,57,794,115,243,150,0,205,1,8,5,6,3
800,57,23,1,6,0,0,2,2,1,0,3,4
9166,57,387,84,141,73,35,162,3,4,4,12,2
5147,57,774,70,118,182,187,93,1,4,9,13,1
13,57,19,0,5,0,0,8,2,1,0,3,6
8557,57,11,3,22,2,2,6,2,2,0,3,6
8724,57,11,3,22,2,2,6,2,2,0,3,6
9381,57,328,9,124,12,24,109,7,4,2,10,3
9384,57,328,9,124,12,24,109,7,4,2,10,3
3560,57,901,31,345,75,31,191,1,4,4,11,1
241,57,901,31,345,75,31,191,1,4,4,11,1
7521,57,901,31,345,75,31,191,1,4,4,11,1
9799,57,866,21,151,28,21,86,3,2,2,12,5
5123,57,37,12,23,8,11,52,1,2,1,3,7
448,57,308,85,137,102,45,118,2,6,2,11,5
4837,57,753,43,226,69,10,204,2,8,5,13,4
9365,57,1048,0,217,0,0,12,5,11,3,5,6
8932,57,960,28,183,220,70,70,4,9,6,6,6
7055,57,888,0,57,0,0,76,2,8,5,11,5
3537,57,31,3,31,2,8,4,3,3,0,4,8
9081,58,4,1,6,4,1,9,1,1,1,2,5
4988,58,19,6,20,0,5,12,3,1,1,4,4
1050,58,14,10,13,4,15,9,1,2,1,4,2
5610,58,7,3,10,8,1,7,2,1,0,3,7
3526,58,32,0,5,0,0,1,2,1,0,3,7
5136,58,654,7,92,0,15,30,7,9,4,8,6
1411,58,204,34,204,172,153,173,1,2,9,4,1
701,58,707,21,250,85,43,73,2,6,2,8,2
6203,58,499,149,815,173,49,49,1,6,7,12,3
7192,58,172,73,93,95,78,34,2,2,4,10,1
5181,58,2,4,2,0,11,5,1,1,0,2,9
9220,58,576,172,961,125,115,19,1,8,6,5,3
7734,58,471,102,125,212,61,245,1,4,10,7,1
10446,58,184,23,446,30,23,23,1,5,4,7,2
5524,58,635,88,546,172,88,88,3,8,10,4,7
3830,59,295,21,78,39,13,13,1,4,4,7,3
5186,59,576,7,115,19,7,7,2,7,4,9,6
8514,59,8,0,7,3,1,1,1,1,0,3,6
7165,59,381,35,172,56,86,93,2,8,2,10,5
10236,59,16,3,25,6,1,13,2,2,0,3,8
2392,59,44,4,21,6,0,27,2,3,0,3,7
1920,59,44,4,21,6,0,27,2,3,0,3,7
3673,59,371,17,238,23,24,106,3,7,5,11,5
1453,59,735,40,183,52,20,30,2,9,3,13,6
4518,59,386,172,183,185,132,111,2,9,5,11,5
8969,59,548,31,422,0,112,28,4,5,5,11,3
387,59,6,16,11,11,1,16,1,2,0,3,8
1079,59,1000,0,76,0,0,10,3,3,4,9,8
164,59,206,0,46,3,2,12,2,5,1,5,8
3434,60,483,72,567,94,12,108,1,4,4,10,1
5721,60,611,76,749,59,45,26,1,7,10,6,2
8418,60,7,10,17,8,6,13,2,2,0,3,7
5300,60,19,7,19,0,1,24,1,2,1,2,7
10424,60,265,138,553,224,23,92,1,4,4,9,1
11171,60,292,3,77,10,3,26,7,6,3,5,7
1600,60,292,3,77,10,3,26,7,6,3,5,7
7851,60,161,0,253,199,191,122,1,3,7,11,1
10701,60,713,0,264,120,80,34,1,7,8,12,4
891,60,6,0,2,2,0,1,1,1,0,2,5
6912,60,593,30,91,29,22,7,1,6,3,12,4
5967,60,26,2,19,10,5,8,3,2,1,3,8
2109,60,448,71,951,40,17,17,1,6,11,10,2
6292,60,1311,0,359,46,89,17,1,4,3,10,2
8537,60,526,80,553,123,94,53,1,3,10,7,2
9576,60,86,4,56,2,4,7,3,4,0,4,9
5935,60,547,7,140,0,7,63,3,7,5,8,5
10264,60,1,2,8,4,3,13,2,1,1,2,7
234,60,1,2,8,4,3,13,2,1,1,2,7
3202,60,1166,0,48,0,0,36,1,4,4,10,8
1103,60,1486,55,278,49,0,185,2,4,4,10,6
610,60,349,4,78,6,0,43,8,7,2,6,8
4480,61,365,3,15,4,3,11,5,7,2,5,6
10660,61,349,7,35,0,0,47,3,8,2,4,7
9353,61,515,47,267,62,66,38,2,5,5,4,3
4120,61,88,39,78,58,13,93,2,6,1,4,7
2836,61,10,1,7,0,0,1,1,1,0,2,8
9579,61,53,1,34,2,0,16,3,2,2,2,8
5841,61,606,7,155,10,0,54,5,10,3,8,7
3174,61,1492,38,287,50,57,33,1,5,10,4,6
5536,61,1492,38,287,50,57,33,1,5,10,4,6
2061,61,78,0,11,0,0,10,1,2,0,4,6
8477,61,5,1,13,3,5,1,1,1,0,3,7
640,61,356,80,329,138,17,106,2,7,6,10,5
3828,61,533,10,217,198,174,195,2,7,6,13,4
4093,61,216,9,57,20,9,125,7,4,3,5,5
8624,61,183,33,493,59,103,57,1,4,3,10,2
2802,61,196,25,607,67,17,49,1,4,6,7,2
368,61,91,65,52,10,44,28,3,3,2,6,5
3599,61,575,80,428,208,93,80,3,8,4,8,5
3389,61,726,53,363,123,107,161,4,8,9,13,5
10710,61,5,2,3,3,0,5,1,1,0,2,8
7118,61,833,80,363,52,26,174,2,9,5,6,6
4937,62,12,2,20,3,2,5,1,1,0,3,7
1127,62,938,19,843,25,95,38,1,6,6,7,2
833,62,56,0,14,0,0,2,3,3,0,3,7
3565,62,56,0,14,0,0,2,3,3,0,3,7
6086,62,445,25,706,80,76,48,1,6,5,12,2
1763,62,1259,172,815,97,148,33,1,7,11,10,4
4697,62,248,3,81,4,3,51,3,7,1,5,8
182,62,284,0,55,0,6,52,4,6,2,5,8
1165,62,239,13,143,45,4,52,9,6,2,7,6
5386,62,1111,24,790,160,45,172,0,5,8,5,2
6024,62,1111,24,790,160,45,172,0,5,8,5,2
2678,62,52,12,50,4,36,55,3,5,0,3,9
5790,62,25,6,16,20,0,5,2,2,0,3,8
236,62,28,23,29,29,14,47,3,2,1,4,6
6001,62,614,35,160,58,35,35,2,5,8,10,5
6250,62,710,15,30,20,0,0,3,11,2,8,8
1168,62,322,53,899,34,40,53,1,4,6,10,2
10749,62,73,18,66,7,12,2,15,0,1,0,19
2926,62,1241,0,80,0,13,40,3,3,6,11,8
716,63,529,0,356,63,28,0,3,6,7,11,3
6544,63,529,0,356,63,28,0,3,6,7,11,3
4298,63,5,0,4,0,0,1,1,1,0,2,8
5823,63,35,0,2,0,0,2,2,1,0,4,5
8375,63,447,0,28,0,0,43,3,8,2,6,7
5723,63,81,1,31,2,1,0,1,1,1,5,2
5763,63,123,17,171,39,0,30,5,6,2,5,6
8727,63,587,43,337,42,87,54,3,11,6,9,6
3056,63,587,43,337,42,87,54,3,11,6,9,6
8442,63,9,0,7,3,4,7,2,1,0,3,7
3712,63,212,5,33,7,0,2,1,3,2,6,4
10722,63,293,8,124,11,4,106,2,6,6,3,6
2406,63,376,4,94,12,9,24,3,6,2,8,5
7313,63,570,73,614,133,102,73,1,6,5,11,3
2656,63,23,1,7,0,4,24,1,1,1,2,7
1993,63,867,0,86,0,0,19,3,2,3,9,8
4136,63,10,17,18,8,26,40,4,3,2,2,9
2928,63,789,0,142,12,9,38,2,2,4,8,8
2920,63,789,0,142,12,9,38,2,2,4,8,8
6661,63,757,80,217,29,80,11,5,9,6,12,6
5462,63,757,80,217,29,80,11,5,9,6,12,6
10897,63,757,80,217,29,80,11,5,9,6,12,6
10542,63,29,4,34,2,4,4,3,3,0,3,9
5756,64,46,0,7,0,0,2,2,2,0,3,6
3570,64,159,2,51,6,2,24,3,4,1,5,5
1072,64,70,0,17,0,0,6,2,2,1,3,6
9606,64,882,29,514,38,29,44,1,4,2,6,3
2730,64,536,11,387,149,91,57,1,3,4,10,1
2995,64,291,10,689,84,10,0,1,3,4,9,1
8210,64,318,3,17,4,7,56,5,4,1,8,4
773,64,379,4,93,12,9,98,7,6,6,4,6
5272,64,378,0,88,19,4,73,4,8,5,3,7
5125,64,333,0,815,129,42,29,1,4,10,11,2
4391,64,635,15,100,20,7,131,1,9,3,9,6
6283,64,635,15,100,20,7,131,1,9,3,9,6
3421,64,635,15,100,20,7,131,1,9,3,9,6
5731,64,12,0,13,2,0,10,1,1,0,3,7
7152,64,12,0,13,2,0,10,1,1,0,3,7
3919,64,960,0,883,50,38,0,1,5,6,8,3
6097,64,313,8,104,6,4,126,9,8,1,6,9
5150,64,0,4,7,11,10,15,2,2,0,3,6
10479,64,749,40,294,121,160,147,1,3,2,5,1
5966,64,203,0,10,0,0,2,5,3,1,6,6
3439,64,157,6,39,6,13,75,5,4,1,5,6
6609,64,1,26,25,17,23,15,1,3,0,3,9
5393,64,22,0,6,6,2,6,1,1,0,3,7
9014,65,39,1,16,2,0,3,4,3,0,3,8
4050,65,42,16,29,12,20,8,1,2,1,4,3
6862,65,1,1,3,1,1,1,15,0,0,0,20
8315,65,4,2,11,2,0,4,1,1,0,2,6
5184,65,4,2,11,2,0,4,1,1,0,2,6
3643,65,750,8,125,11,8,26,1,4,3,6,2
2589,65,25,3,16,8,5,2,2,2,1,3,6
4887,65,10,5,28,11,1,8,1,2,0,3,5
10104,65,4,0,2,0,0,2,1,1,0,2,7
3254,65,407,70,239,103,88,53,1,5,4,4,2
2004,65,619,54,260,127,54,54,1,4,7,5,1
6142,65,629,17,177,69,0,8,1,5,3,5,2
8553,65,30,0,9,0,0,3,2,1,0,3,6
9805,65,320,48,133,39,72,48,4,6,2,10,4
849,65,320,48,133,39,72,48,4,6,2,10,4
1606,65,3,1,8,4,3,3,1,1,0,2,8
125,65,215,7,33,3,0,13,6,5,1,5,7
9305,65,311,26,640,180,37,121,1,4,9,13,2
4706,65,29,0,5,0,1,5,1,1,0,3,5
4437,65,112,6,92,3,9,38,2,3,2,5,4
3081,65,7,2,6,2,0,3,1,1,0,2,7
3536,65,7,11,3,10,4,20,2,1,1,3,5
8686,65,5,23,15,0,18,14,2,2,0,3,8
9707,65,1103,0,45,0,0,34,3,4,2,11,8
10872,65,1103,0,45,0,0,34,3,4,2,11,8
9058,65,1060,21,530,32,0,224,1,5,11,5,3
4640,65,561,85,171,25,123,114,2,4,7,13,2
2525,65,153,64,123,116,64,14,2,5,2,9,6
9503,65,39,33,130,41,26,44,2,5,1,5,8
10704,65,404,0,92,28,27,142,2,6,2,9,4
2669,66,375,152,335,93,91,81,1,5,4,6,2
10037,66,375,152,335,93,91,81,1,5,4,6,2
5680,66,10,4,7,0,6,3,1,1,0,3,6
3726,66,4,1,9,3,0,0,1,1,0,2,8
4548,66,23,4,10,0,2,15,1,1,0,3,4
4599,66,411,0,26,0,0,21,6,7,1,7,7
879,66,411,0,26,0,0,21,6,7,1,7,7
7409,66,211,2,30,7,7,10,2,4,1,6,5
1964,66,446,107,768,33,196,53,1,5,6,6,2
0,66,239,10,554,254,87,54,1,3,4,9,1
4860,66,7,2,8,3,2,3,1,1,0,3,6
425,66,374,64,116,84,25,64,3,6,2,11,5
9500,66,221,104,169,102,78,84,3,9,2,8,7
3074,66,1218,107,304,23,143,33,1,5,8,4,6
5140,66,1047,0,140,67,38,153,2,4,3,12,8
2611,66,1206,55,445,168,18,18,1,2,4,12,1
916,67,20,3,4,2,0,2,2,1,0,3,3
10413,67,274,83,216,151,141,224,1,4,6,12,1
3696,67,27,1,12,2,0,10,2,2,0,3,7
304,67,19,3,19,4,5,26,3,3,0,3,7
5113,67,584,100,835,65,83,35,1,5,5,5,2
2863,67,738,20,172,52,50,20,6,2,3,10,7
4597,67,889,55,685,168,92,129,1,3,2,13,1
675,67,146,0,93,7,13,73,5,4,2,5,7
4483,67,315,26,473,220,12,182,1,2,10,6,1
1502,67,18,3,19,3,3,6,2,2,0,3,8
736,67,18,3,19,3,3,6,2,2,0,3,8
4487,67,15,20,25,2,7,26,1,2,0,4,6
3412,67,815,8,53,11,0,70,4,2,2,9,7
1744,67,9,7,13,3,2,20,1,1,1,2,6
5837,67,247,8,160,6,8,65,7,6,3,6,7
3422,67,1115,12,128,33,12,76,1,2,3,4,6
7462,67,68,0,226,51,157,68,3,10,2,4,9
10702,67,185,8,133,56,56,12,2,7,1,7,7
2115,68,54,0,10,0,0,2,2,1,0,4,5
4138,68,411,106,147,54,115,66,1,5,10,7,1
11091,68,7,2,9,2,0,2,2,1,0,3,4
7712,68,182,17,259,77,70,29,1,6,2,10,4
3535,68,251,108,334,65,92,117,1,4,3,5,2
5899,68,28,0,6,1,1,13,1,1,0,0,20
8749,68,20,2,9,4,6,20,1,1,1,2,4
10955,68,416,46,925,60,107,46,1,3,6,4,1
9491,68,14,1,21,2,3,25,3,3,1,3,7
5286,68,112,1,54,7,7,36,1,3,2,4,3
3409,68,141,8,129,3,11,47,3,7,1,4,9
2544,68,50,1,27,6,7,1,1,1,1,4,1
2118,68,166,75,96,119,107,59,3,7,2,8,4
